book_id,title,author,isbn,publication_year,category,source,summary,openlibrary_key,gutenberg_id,google_books_id,text_available,text_source
f45cf0f85d03,Emotional Intelligence,Daniel Goleman,9781526633620,2020,Emotional Intelligence,google_books,"A 25th anniversary edition of the number one, multi-million copy international bestseller that taught us how emotional intelligence is more important than IQ - 'a revolutionary, paradigm-shattering idea' (Harvard Business Review) Featuring a new introduction from the author Does IQ define our destiny? In his groundbreaking bestseller, Daniel Goleman argues that our view of human intelligence is far too narrow. It is not our IQ, but our emotional intelligence that plays a major role in thought, decision-making and individual success. Self-awareness, impulse control, persistence, motivation, empathy and social deftness: all are qualities that mark people who excel, whose relationships flourish, who can navigate difficult conversations, who become stars in the workplace. With new insights into the brain architecture underlying emotion and rationality, Goleman shows precisely how emotional intelligence can be nurtured and strengthened in all of us.",,,6bMyEAAAQBAJ,,
328d5ac866a2,Emotional Intelligence 101,"Gerald Matthews, PhD",9780826105653,2012,Emotional Intelligence,google_books,"As the first science-based introduction to the topic, this latest addition to The Psych 101 Series discusses one of the most pivotal new psychological concepts of the twenty-first century: emotional intelligence (EI). Concise yet comprehensive, it provides a critical but balanced account of this new research area, emphasizing what psychologists can learn from the emerging science of EI and how it may help treat mental illness and delinquency, among other issues. An appropriate text for students and practitioners alike, it presents an even-handed appraisal of EI programs, focusing on both their potential and their limitations. Key Features: Discusses how EI can improve student learning and enhance key work skills such as communication and teamwork Covers key research issues, including methods for measuring EI, its overlap with conventional ability and personality traits, and the validity of testing for EI Reviews applied studies and the contribution that research on EI may make to address real-world personal and societal problems Examines the main conceptual, measurement, and research issues identified in various lines of research, most conducted within the last ten years",,,aMwXp-lerPUC,,
b819a0a53b3a,Emotional Intelligence 2.0,Travis Bradberry,9780974320625,2009,Emotional Intelligence,curated_seed,,,,,,
d54555bff06b,Emotional Intelligence In Action,Marcia Hughes,9781118046814,2011,Emotional Intelligence,google_books,"Emotional Intelligence in Action shows how to tap the power of EI through forty-six exercises that can be used to build effective emotional skills and create real change. The workouts are designed to align with the four leading emotional intelligence measures—EQ-I or EQ-360, ECI 360, MSCEIT, and EQ Map, —or can be used independently or as part of a wider leadership and management development program. All of the book's forty-six exercises offer experiential learning scenarios that have been proven to enhance emotional intelligence competencies.",,,QqDXwsRxKCQC,,
b7b8944da53e,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,9780553383713,1995,Emotional Intelligence,curated_seed,,,,,,
17758a98424d,Field Engineering,William Henry Searles,,1893,Emotional Intelligence,google_books,,,,VGE5AAAAMAAJ,,
28a78f940302,General index to the army regulations and instructions,War office,,1899,Emotional Intelligence,google_books,,,,wcuMGaosPLIC,,
26852a8230d8,Homoeopathic Practice of Medicine,Martin Freligh,,1884,Emotional Intelligence,google_books,,,,m0hHAQAAMAAJ,,
12092825fc4e,Homœopathic Practice of Medicine,Martin Freligh,,1884,Emotional Intelligence,google_books,,,,Ovo1AQAAMAAJ,,
890c28106593,House documents,,,1889,Emotional Intelligence,google_books,,,,zcu73s6V6vAC,,
4af1c5d25238,International Management,Kamal Fatehi,,1996,Emotional Intelligence,google_books,For undergraduate/graduate-level courses in International Management and International Business. This book takes a cross-cultural and functional perspective in international management. Managerial functions are discussed in a cross-cultural setting of an international operation. Emphasis is placed on the importance of cross- cultural differences and the challenges of working in a diverse work environment where people may not share the same basic values and assumptions.,,,hPUJAQAAMAAJ,,
b8c984d5a327,Law Reports Under the Superintendence and Control of the Incorporated Council of Law Reporting for England and Wales. Supreme Court of Judicature : Cases Determined in the Chancery Division and in Bankruptcy and Lunacy and on Appeal Therefrom in the Court of Appeal,,,1877,Emotional Intelligence,google_books,,,,8cZMAQAAIAAJ,,
4a1558b88010,Management,John M. Ivancevich,,2006,Emotional Intelligence,google_books,,,,6pEXAQAAMAAJ,,
aaa645e02e66,Management,Stephen P. Robbins,,2007,Emotional Intelligence,google_books,"For courses in Principles of Management In Robbins/Coulter Management 9/e, students learn from real managers how to apply management theory. Students are actively engaged in putting concepts into practice-- thinking and acting like real managers through the integration of various in-text assignments and unique online activities (Robbins Online Learning System (R.O.L.L.S)). Robbins/Coulter, put on your management hat.",,,1_0JAQAAMAAJ,,
3fca2d3dd5b5,Management,Arthur G. Bedeian,,1993,Emotional Intelligence,google_books,,,,N_bsAAAAMAAJ,,
11eeb6e50382,"Outlines of Psychology, with Special References to the Theory of Education",James Sully,,1891,Emotional Intelligence,google_books,,,,Huo_AQAAMAAJ,,
493e96cf679d,PRWG.,,,1971,Emotional Intelligence,google_books,,,,RsJcA9DWIwgC,,
6c8aeb192d01,People Management,,,1999,Emotional Intelligence,google_books,,,,ibEcAQAAMAAJ,,
60f9a36edc52,"Permission to Feel: Unlocking the Power of Emotions to Help Our Kids, Ourselves, and Our Society Thrive",Marc Brackett,9781250212849,2019,Emotional Intelligence,curated_seed,,,,,,
e2bb123c7f77,Primal Leadership: Unleashing the Power of Emotional Intelligence,Daniel Goleman,9781422168035,2013,Emotional Intelligence,curated_seed,,,,,,
c19c0f755bd0,The American Decisions,,,1887,Emotional Intelligence,google_books,,,,WAM8AAAAIAAJ,,
ea4bf9064e7d,The American Decisions,John Proffatt,,1885,Emotional Intelligence,google_books,,,,hGk2AQAAMAAJ,,
b809a00d4b39,The Canada Law Journal,James Patton,,1873,Emotional Intelligence,google_books,"Includes section ""Book reviews.""",,,4MxGAQAAMAAJ,,
8a651dc7b2b6,The EQ Edge: Emotional Intelligence and Your Success,Steven J. Stein,9780470681619,2011,Emotional Intelligence,curated_seed,,,,,,
9de15a5210c5,The Emotional Curriculum,Sue Cornwell,9780857023032,2008,Emotional Intelligence,google_books,"Includes CD-Rom Research indicates that emotionally literate people perform better in many areas of their lives; relationships, achievement, careers, and that programmes teaching social and emotional competencies result in a wide range of educational gains including improved school attendance, higher motivation and higher morale. Teachers have a key role to play in facilitating the development of those skills that help children to understand and regulate their emotional lives. The book provides a comprehensive developmental framework for emotional literacy skills from nursery to year six. The main strands are: - Recognising and understanding emotions in self - Recognising and understanding emotions in others - Management and regulation of emotions - Relationships. Each strand begins with an introduction highlighting the main features, why the skills are important, how the skills will help children and examples of how they may be observed. Each objective is considered individually and differentiated activities and suggestions are given for each year group. This is a comprehensive resource for all those interested in providing a coherent and differentiated emotional curriculum. The resource provides extensive suggestions, activities and activity sheets which are printable from the CD-ROM.",,,pLoRMVJDyeUC,,
25e17cb8ee52,The Emotionally Intelligent Manager,David R. Caruso,9780787970710,2004,Emotional Intelligence,curated_seed,,,,,,
a2cb80fa31b5,The Language of Emotional Intelligence,Jeanne Segal,9780071544566,2008,Emotional Intelligence,google_books,"Learn how to increase your emotional intelligence with five simple tools It's no secret that emotional intelligence plays a crucial role in your relationships. But how do you apply these specialized skills in everyday life? It's easy--with this practical, ready-to-use guide by a renowned expert in the field of emotional intelligence and communication. Using the latest research and true-to-life examples, Dr. Jeanne Segal's step-by-step program shows you how to incorporate the five basic tools of emotional intelligence to enhance your relationships in the workplace, at home, and in all areas of your life. You'll learn how to: “Read” other people Make powerful connections Defuse arguments and conflicts Repair wounded feelings Understand nonverbal cues Build stronger, more satisfying relationships Packed with simple exercises, revealing self-quizzes, and proven calming techniques, this user-friendly guide can help you reach into the hearts and minds of others--sometimes without saying a word! Once you master the language of emotional intelligence, you'll be able to form mutually rewarding bonds that last a lifetime. Dr. Segal's method is a complete, hands-on approach to one of the most important life skills you will ever learn.",,,wOefbfeiIfcC,,
6231f0f4e934,The Language of Emotions: What Your Feelings Are Trying to Tell You,Karla McLaren,9781591797692,2010,Emotional Intelligence,curated_seed,,,,,,
e7b154830cf0,The Law Reports,Incorporated Council of Law Reporting for England and Wales,,1882,Emotional Intelligence,google_books,,,,RPlCAQAAMAAJ,,
a32d03b97e5c,The Law Reports,George Wirgman Hemming,,1874,Emotional Intelligence,google_books,,,,6FU1AQAAMAAJ,,
7841ef1d16e8,The Law Reports,Great Britain. Court of Chancery,,1871,Emotional Intelligence,google_books,,,,LTBHAQAAMAAJ,,
021e653f71d7,The Measurement and Valuation of Health Status Using EQ-5D: A European Perspective,Richard Brooks,9781402012143,2003,Emotional Intelligence,google_books,"EQ-5D from the EuroQol Group is a standardised, non-disease-specific instrument for describing and valuing health. It is in widespread use in many countries and has been applied in many different settings. EQ-5D is now an integral feature of many clinical trials and is increasingly used in population health surveys. This book reports on the results of the European Union-funded EQ-net project which furthered the development of EQ-5D in the key areas of valuation, application and translation. The primary effort concentrated on harmonising and integrating the results of the various EuroQol valuation projects. Most importantly, the book includes a set of VAS-based preference weights for all the EQ-5D health states based on cross-European EQ-5D data. This book provides the most comprehensive account to date of the EuroQol Group endeavour. It will appeal to clinicians, nurses, health services researchers, health economists, those responsible for audit and quality assurance, public health specialists and managers in health care institutions, and the pharmaceutical industry.",,,CPk_u7tugtAC,,
46cb9bc93a3b,The Science of Emotional Intelligence,Gerald Matthews,,2007,Emotional Intelligence,google_books,"During the past decade, emotional intelligence has been subjected to both scientific and public scrutiny. Numerous articles have been published on the topic in both academic journals and the popular press, testifying to the potential usefulness of emotional intelligence in psychology, business, education, the home, and the workplace. However, until now, there has been no systematic synthesis that grounds emotional intelligence in contemporary theory, while simultaneously sorting scientific approaches from popular fads and pseudoscience. Bringing together leading international experts from a variety of sub-disciplines, this volume aims to integrate recent research on emotional intelligence. The contributors address a set of focused questions concerning theory, measures, and applications: How does emotional intelligence relate to personality? What is the optimal approach to testing emotional intelligence? How can emotional intelligence be trained? In the final section of the book, the volume editors distill and synthesize the main points made by these experts and set forth an agenda for building a science of emotional intelligence in the future. Science of Emotional Intelligence will be an invaluable resource for researchers and professionals in psychology, education, the health sciences, and business.",,,S0V-AAAAMAAJ,,
2db8ce9aeae9,Treatment of High-Risk Sexual Offenders,Jeffrey Abracen,9781118980163,2015,Emotional Intelligence,google_books,"Treatment of High-Risk Sexual Offenders addresses concrete management strategies, from initial intake to community treatment programs, and describes a detailed program for high risk offenders which has been developed, tested and refined for over 15 years. Provides a thorough review of contemporary theory and research relating to complex, challenging populations, and translates it into a comprehensive system of assessment and treatment for high risk sexual offenders Offers detailed coverage of setting and staff requirements, the importance of the therapeutic alliance, and how to balance individual therapy with group components in order to develop social and self-management skills Builds on the principle of integrative care, drawing on the established Risk-Need-Responsivity (RNR) model for offender assessment and rehabilitation but adding new components of CBT and motivational interviewing Includes a complete assessment battery and strategies for managing serious mental illness and comorbidity",,,OEZICgAAQBAJ,,
b4f509b4169a,WIE International Student Edition Management,John R. Schermerhorn,9780470169056,2007,Emotional Intelligence,google_books,"What are the qualifications that today's managers must have? What skills are needed to move ahead in a company? Now in its ninth edition, this book uncovers the dynamics of management in the context of a challenging and new work environment. Readers will learn about the responsibilities of a manager and what this means for their future careers through practical examples that are interwoven with core concepts and theories.",,,ffZ32mmccaIC,,
74e3b8b91b64,What We Know about Emotional Intelligence,Moshe Zeidner,9780262291613,2012,Emotional Intelligence,google_books,"Sorting out the scientific facts from the unsupported hype about emotional intelligence. Emotional intelligence (or EI)—the ability to perceive, regulate, and communicate emotions, to understand emotions in ourselves and others—has been the subject of best-selling books, magazine cover stories, and countless media mentions. It has been touted as a solution for problems ranging from relationship issues to the inadequacies of local schools. But the media hype has far outpaced the scientific research on emotional intelligence. In What We Know about Emotional Intelligence, three experts who are actively involved in research into EI offer a state-of-the-art account of EI in theory and practice. They tell us what we know about EI based not on anecdote or wishful thinking but on science. What We Know about Emotional Intelligence looks at current knowledge about EI with the goal of translating it into practical recommendations in work, school, social, and psychological contexts.",,,7n7icwxvd2sC,,
b6a0d12523e2,Working with Emotional Intelligence,Daniel Goleman,9780553378580,1998,Emotional Intelligence,curated_seed,,,,,,
1a90aa3588b9,Working with Offenders who View Online Child Sexual Exploitation Images,Lyne Piché,9781000893052,2023,Emotional Intelligence,google_books,"This comprehensive workbook addresses the use of illegal online sexual images. Focusing specifically on child sexual exploitation materials (CSEM), it offers a clear and professional manual for use with men who use CSEM. Working with clients who access illegal online images is challenging work. CSEM clients have unique characteristics and treatment needs. Designed around practitioner and client needs, each chapter provides a guide for clinicians and a subsequent set of materials for the client. The workbook covers a range of topics such as motivation for change, relationships, thinking patterns, emotions management, sexuality, computer use, Internet safety and future strategies to ensure both client and community safety. Addressing these issues as well as community accountability helps users of CSEM achieve a satisfying life while avoiding future criminal justice involvement. Through this clearly written and structured workbook, clients are given the resources to help manage problematic thoughts and/or illegal sexual behaviour. Offering evidence-based strategies rooted in the authors’ clinical experiences, the workbook enables the practitioner and client to work productively together to address the issues that have led to their involvement with illegal sexual images. This book will be helpful to a range of practitioners including forensic and clinical psychologists, as well as those working in correctional settings, such as probation and prison staff, psychiatrists, social workers, counsellors and providers of mental health treatment. It is also designed for anyone who has viewed, or is worried about viewing, sexual images of children.",,,Nhi-EAAAQBAJ,,
0c38d3c6305b,ACCURACY OF SELF-APPRAISAL AND CLINICIANS' INTERPRETATIONS OF RORSCHACH PROTOCOLS.,KENNETH SIMON DAVIDSON,,1954,Empathy,google_books,,,,UgpgwEvPIOEC,,
79adbaf0535c,Against Empathy: The Case for Rational Compassion,Paul Bloom,9780062339348,2016,Empathy,curated_seed,,,,,,
b4e999b76fdd,American Journal of Psychotherapy,,,1947,Empathy,google_books,,,,2vzaAAAAMAAJ,,
e98fdce44376,Autoethnography as Method,Heewon Chang,9781315433356,2016,Empathy,google_books,"This methods book will guide the reader through the process of conducting and producing an autoethnographic study through the understanding of self, other, and culture. Readers will be encouraged to follow hands-on, though not prescriptive, steps in data collection, analysis, and interpretation with self-reflective prewriting exercises and self-narrative writing exercises to produce their own autoethnographic work. Chang offers a variety of techniques for gathering data on the self—from diaries to culture grams to interviews with others—and shows how to transform this information into a study that looks for the connection with others present in a diverse world. She shows how the autoethnographic process promotes self-reflection, understanding of multicultural others, qualitative inquiry, and narrative writing. Samples of published autoethnographies provide exemplars for the novice researcher to follow.",,,lW-TDAAAQBAJ,,
49d3e22d0101,Bible studies: the Internat. Sunday sch. lessons for 1889 (-1894).,George Frederick Pentecost,,1889,Empathy,google_books,,,,wHEjdHqxA8MC,,
2920f7f41141,Born for Love: Why Empathy Is Essential--and Endangered,Bruce D. Perry,9780061656798,2010,Empathy,curated_seed,,,,,,
909a56e231e0,Chambers's Cyclopædia of English Literature,Robert Chambers,,1879,Empathy,google_books,,,,wBU4mrFL54wC,,
8e2baccfeaf1,Christian Ethics,Hans Martensen,,1881,Empathy,google_books,,,,ERESAAAAYAAJ,,
42d073b16367,Compassion,Leo K. Bustad,,1996,Empathy,google_books,,,,St-6lod6nrQC,,
701c566cac0a,Compassion is Knowledge,Caroline Marie Paxson,,2001,Empathy,google_books,,,,o6FNAQAAMAAJ,,
47d4940d8852,Compassion's COMPASS,Wilson C. Hurley,9798765170717,2021,Empathy,google_books,"Compassion’s COMPASS: Strategies for Developing Kindness and Insight offers a systematic approach to developing compassionate insight that has been adapted from Tibetan mind training strategies, secularized for modern audiences, and supplemented with relevant research, anecdotes, and exercises in accessible language. This book contains easy exercises for regaining composure, boosting compassionate insight, preventing compassion fatigue, and maintaining compassion resilience. “COMPASS” is an acronym for “Compassion and Analytical Selective-Focus Skills”. Selective-focus skills suggest contemplations that can help to generate and enhance compassionate insight. These exercises follow an “emotional logic” in which one step produces a basis for cultivating the next. These skill steps are broken down in detail within each section of the book containing a discussion of the purpose of the skill being presented, supporting research for it, examples of its use, and short exercises for the reader to try in order to cultivate and enhance it. These techniques have been piloted with social workers and therapists-in-training. Details of these pilot studies are included along with a handbook for helping professionals in the prevention and healing of compassion fatigue. The exercises that are presented in each chapter are also compiled in order for easy use in the handbook in back of the book.",,,k0KAEQAAQBAJ,,
fa66fe3c345b,Compassionomics: The Revolutionary Scientific Evidence That Caring Makes a Difference,Stephen Trzeciak,9781622181063,2019,Empathy,curated_seed,,,,,,
456c6c8dae23,Empathy (HBR Emotional Intelligence Series),Harvard Business Review,9781633693265,2017,Empathy,google_books,"Using empathy around the workplace. Empathy is credited as a factor in improved relationships and even better product development. But while it’s easy to say “just put yourself in someone else’s shoes,” the reality is that understanding the motivations and emotions of others often proves elusive. This book helps you understand what empathy is, why it’s important, how to surmount the hurdles that make you less empathetic—and when too much empathy is just too much. This volume includes the work of: Daniel Goleman Annie McKee Adam Waytz This collection of articles includes “What Is Empathy?” by Daniel Goleman; “Why Compassion Is a Better Managerial Tactic Than Toughness” by Emma Seppala; “What Great Listeners Actually Do” by Jack Zenger and Joseph Folkman; “Empathy Is Key to a Great Meeting” by Annie McKee; “It’s Harder to Empathize with People If You’ve Been in Their Shoes” by Rachel Rutton, Mary-Hunter McDonnell, and Loran Nordgren; “Being Powerful Makes You Less Empathetic” by Lou Solomon; “A Process for Empathetic Product Design” by Jon Kolko; “How Facebook Uses Empathy to Keep User Data Safe” by Melissa Luu-Van; “The Limits of Empathy” by Adam Waytz; and “What the Dalai Lama Taught Daniel Goleman About Emotional Intelligence” an interview with Daniel Goleman by Andrea Ovans. How to be human at work. The HBR Emotional Intelligence Series features smart, essential reading on the human side of professional life from the pages of Harvard Business Review. Each book in the series offers proven research showing how our emotions impact our work lives, practical advice for managing difficult people and situations, and inspiring essays on what it means to tend to our emotional well-being at work. Uplifting and practical, these books describe the social skills that are critical for ambitious professionals to master.",,,qG0fDgAAQBAJ,,
795fe6841759,Empathy and Ideology,Charles Press,,1966,Empathy,google_books,,,,-V6GAAAAMAAJ,,
0451269a780a,Empathy and its Limits,Aleida Assmann,9781137552372,2016,Empathy,google_books,"This volume extends the theoretical scope of the important concept of empathy by analysing not only the cultural contexts that foster the generating of empathy, but in focusing also on the limits of pro-social feelings and the mechanisms that lead to its blocking.",,,SzreCgAAQBAJ,,
1ff359e2939a,"Empathy, Mass Media, and Modernization",Gordon Carl Whiting,,1983,Empathy,google_books,,,,TbMQAQAAIAAJ,,
6f9070f130ac,"Empathy: Why It Matters, and How to Get It",Roman Krznaric,9780399171406,2014,Empathy,curated_seed,,,,,,
e4420755aa93,"Empathy’s Role in Understanding Persons, Literature, and Art",Thomas Petraschka,9781000960402,2023,Empathy,google_books,"This volume critically discusses the role empathy plays in different processes of understanding. More precisely, it clarifies empathy’s role in interpersonal understanding and appreciating works of literature and art. The volume also includes a section on historical theories of empathy’s role in understanding. When it comes to understanding other persons, empathy is typically seen as a process that enables the empathizer to recognize a target person’s mental states, a process which is in turn seen as “understanding” this person. This volume, however, explores empathy’s role in understanding beyond mere mental state recognition. With contributions on processes of interpersonal understanding and understanding of literature and art, it provides readers with an overview over both differences and similarities regarding empathy’s epistemic role in two rather different areas. Since important roots of the debate about empathic understanding lie at the end of the nineteenth and the beginning of the twentieth century, the historical section of the volume focusses specifically on this period. Empathy’s Role in Understanding Persons, Literature, and Art will appeal to scholars and advanced students working in the philosophy of mind, epistemology, aesthetics and the history of philosophy, as well as in literary studies and art history. The Open Access version of this book, available at www.taylorfrancis .com, has been made available under a Creative Commons Attribution-Non Commercial-No Derivatives 4.0 license.",,,dxdEEQAAQBAJ,,
4b7e1ff21739,I Know How You Feel: The Joy and Heartbreak of Friendship in Women's Lives,F. Diane Barth,9780544870345,2018,Empathy,curated_seed,,,,,,
8eb2a54e21cc,Indonesia,,,1957,Empathy,google_books,,,,w2PkuHaXdiYC,,
5c5aa8b5b699,Lexicon zu Shakespeare's Werken,Schmidt,,1875,Empathy,google_books,,,,FSSbKAXYSsUC,,
922347f8a67a,Older People at Home,Australian Council on the Ageing,,1985,Empathy,google_books,,,,Efgj2IDtnG0C,,
90cee4860a49,On Becoming Responsible,Michael S. Pritchard,,1991,Empathy,google_books,"Pritchard provides a deliberate and convincing argument for a starting point for the discussion of moral development, on in which self regard and empathy provide equally essential groundings for individual morality. Drawing essential elements from the work of Reid, Strawson, Rawls, Kohlberg, and Gilligan, he builds a comprehensive framework for tracing moral development from childhood--one that allows human morality to be grounded in both reason and emotion and that recognizes the importance to morality of justice and rights as well as caring and responsibility.",,,JS9-AAAAMAAJ,,
77b15d78e9a6,On the Problem of Empathy,Saint Edith Stein,,1989,Empathy,google_books,A phenomenological study of empathy influenced heavily by the work of Edmund Husserl. -- Back cover.,,,6ZLXAAAAMAAJ,,
6d7a1c6215dd,"Promises, Pedagogy and Pitfalls: Empathy’s Potential for Healing and Harm",Pam Morrison,9781848884281,2019,Empathy,google_books,"This volume was first published by Inter-Disciplinary Press in 2016. The nature of empathy, its potential for healing and harm, and its potency to effect change for good or ill at inter-personal, ecological and global levels, are key themes represented in this interdisiciplinary volume. Section one looks at physiological and philosophical roots of empathy, exploring neurological factors as well as the question of human selfhood in relation to the ‘other’. The notion of ‘wrong’ empathy then comes under scrutiny, where the potential for empathic responses to upturn moral codes is examined. This leads into a focus on the written word, with exploration of written text and the act of writing on empathic responses. The scope is widened in the final sections to focus on ways to teach empathy and potential global effects of expanded empathic awareness. Amidst critical challenges facing humanity today, it poses the crucial question: how can we find more peaceful communion with those whose differences we fear.",,,H90eEAAAQBAJ,,
4710d1cf3ab9,Reasonable Children,Michael S. Pritchard,,1996,Empathy,google_books,"The public outcry for a return to moral education in our schools has raised more dust than it's dispelled. Building upon his provocative ideas in On Becoming Responsible, Michael Pritchard clears the air with a sensible plan for promoting our children's moral education through the teaching of reasonableness. Pritchard contends that children have a definite but frequently untapped capacity for reasonableness and that schools in a democratic society must make the nurturing of that capacity one of their primary aims, as fundamental to learning as the development of reading, writing, and math skills. Reasonableness itself, he shows, can be best cultivated through the practice of philosophical inquiry within a classroom community. In such an environment, children learn to work together, to listen to one another, to build on one another's ideas, to probe assumptions and different perspectives, and ultimately to think for themselves. Advocating approaches to moral education that avoid mindless indoctrination and timid relativism, Pritchard neither preaches nor hides behind abstractions. He makes liberal use of actual classroom dialogues to illustrate children's remarkable capacity to engage in reasonable conversation about moral concepts involving fairness, cheating, loyalty, truthtelling, lying, making and keeping promises, obedience, character, and responsibility. He also links such discussions to fundamental concerns over law and moral authority, the roles of teachers and parents, and the relationship between church and state. Pritchard draws broadly and deeply from the fields of philosophy and psychology, as well as from his own extensive personal experience working with children and teachers. The result is a rich and insightful work that provides real hope for the future of our children and their moral education.",,,9BieAAAAMAAJ,,
3a66cdfefe3f,Selected Prose Works of G.E. Lessing,Gotthold Ephraim Lessing,,1890,Empathy,google_books,,,,D8ELAAAAIAAJ,,
cdbcf8728b0a,Self-Compassion: The Proven Power of Being Kind to Yourself,Kristin Neff,9780061733529,2011,Empathy,curated_seed,,,,,,
a7802e1a95f1,Social Empathy,Elizabeth A. Segal,9780231545686,2018,Empathy,google_books,"Our ability to understand others and help others understand us is essential to our individual and collective well-being. Yet there are many barriers that keep us from walking in the shoes of others: fear, skepticism, and power structures that separate us from those outside our narrow groups. To progress in a multicultural world and ensure our common good, we need to overcome these obstacles. Our best hope can be found in the skill of empathy. In Social Empathy, Elizabeth A. Segal explains how we can develop our ability to understand one another and have compassion toward different social groups. When we are socially empathic, we not only imagine what it is like to be another person, but we consider their social, economic, and political circumstances and what shaped them. Segal explains the evolutionary and learned components of interpersonal and social empathy, including neurobiological factors and the role of social structures. Ultimately, empathy is not only a part of interpersonal relations: it is fundamental to interactions between different social groups and can be a way to bridge diverse people and communities. A clear and useful explanation of an often misunderstood concept, Social Empathy brings together sociology, psychology, social work, and cognitive neuroscience to illustrate how to become better advocates for justice.",,,JWNbDwAAQBAJ,,
d6ede24ed022,Spiritual Reflections for Every Day in the Year: with Morning and Evening Prayers,Thomas Goyder,,1849,Empathy,google_books,,,,izXO0yleTGwC,,
d2c2275b7115,The Age of Empathy: Nature's Lessons for a Kinder Society,Frans de Waal,9780307407764,2009,Empathy,curated_seed,,,,,,
900bf0363e77,The American Dictionary and Cyclopedia,Robert Hunter,,1900,Empathy,google_books,,,,awcxAQAAMAAJ,,
6efe60e99c94,"The Bible-teacher's Guide; Or, Methods of Work in the Sabbath- School",James Avery Worden,,1892,Empathy,google_books,,,,FnBIAAAAYAAJ,,
4168cc254262,The Complete Works,John Bunyan,,1877,Empathy,google_books,,,,bU9aAAAAMAAJ,,
cc50d6679219,The Conspiracy of Compassion,Joe Nassal,9780939516346,1997,Empathy,google_books,"Perhaps the greatest quality to develop on life's journey is the practice of compassion. This book is about cultivating compassion in the garden of the soul. Strengthening our inner resources for this sacred work, it calls us to follow Christ, to be ""co-conspirators"" in the sacred story of salvation.",,,QDeDSn6V3u4C,,
4300c5b18f35,"The Foot of the Cross, Or, The Sorrows of Mary",Frederick William Faber,,1886,Empathy,google_books,,,,9LU_xft0VBYC,,
d3c3fa14e226,The Great Art of Government,Peter Josephson,,2002,Empathy,google_books,"Moving beyond previous scholarship, he gives us a Locke as much concerned with the effective functioning of government as with the roots of its moral legitimacy.""--BOOK JACKET.",,,3gqDAAAAMAAJ,,
5412e6e423b2,The International Revision Commentary on the New Testament,Philip Schaff,,1900,Empathy,google_books,,,,LyxVAAAAMAAJ,,
4a18d01409a3,The People's Bible,Joseph Parker,,1887,Empathy,google_books,,,,MskUAAAAYAAJ,,
724708ca4a98,The Politics of Compassion and Transformation,Dick W. Simpson,,1989,Empathy,google_books,"In our time, we require a religion, ethics, and politics adequate to confront the global crises we face. In our scientific era of ""progress,"" we might expect to look with confidence to the ""scientific"" disciplines of political science, sociology, and economics to solve the problems of our civilization. We might also look to the older disciplines of religion and ethics to determine our values and to tell us what we ought to do. But the sad truth is that the dominant paradigms, methods, and conclusions of the social sciences and humanities are inadequate to this task. We need a new ""politics of compassion and transformation.""",,,j40jAQAAIAAJ,,
21f7ad451349,The Power of Understanding People,Dave Mitchell,9781118726884,2013,Empathy,google_books,"How to build lasting connections through meaningful communication Developing successful relationships is critical to our success in both our personal and professional lives. The Power of Understanding People shows you how to establish and develop extremely effective relationships by providing you with techniques to better identify and understand the intrinsic needs of others. As a result, you will achieve better team dynamics, increased sales and client satisfaction, higher levels of employee engagement and performance, and even more satisfying marriages and friendships. This book provides the tools to understand others' unique communication style as well as your own. Get detailed advice on how to adjust to diverse communication styles, develop a unifying language for the organization, and better match motivational techniques to team members. Through storytelling and experiential exercises, author Dave Mitchell helps you gain insight into your own unique interaction style and teaches you how to communicate, motivate, sell, and service more successfully no matter the personality types involved. Offers insight into the behavior cues and questions to ask to better understand someone's interactive preferences Explains how to enhance your sales efforts by better targeting your brand message to the client's style so that your products/services resonate with them more Examines strategies for creating a high performing work environment and achieve greater customer service excellence Contains conflict resolution strategies, including how to effectively work out differences within a team, between work units, with customers, and even in your personal life Armed with the ability to interpret the behavior of the people around you, you will achieve greater levels of success at work and at home while also learning how to better handle the difficult situations involving people in your life.",,,ZnUqAgAAQBAJ,,
f4d37b6bdb8e,The Relationship Between Counselng Progress and Empathic Understanding,William Morris Lesser,,1958,Empathy,google_books,,,,Ywwg0vWgXK4C,,
86cbca0124fa,The Role of Goals and Motives in Understanding the Processes of Volunteerism,Keilah Ann Worth,,2005,Empathy,google_books,,,,aDlzYzGmStkC,,
