book_id,title,author,isbn,publication_year,category,source,summary,openlibrary_key,gutenberg_id,google_books_id,text_available,text_source
9de15a5210c5,The Emotional Curriculum,Sue Cornwell,9780857023032,2008,Emotional Intelligence,google_books,"Includes CD-Rom Research indicates that emotionally literate people perform better in many areas of their lives; relationships, achievement, careers, and that programmes teaching social and emotional competencies result in a wide range of educational gains including improved school attendance, higher motivation and higher morale. Teachers have a key role to play in facilitating the development of those skills that help children to understand and regulate their emotional lives. The book provides a comprehensive developmental framework for emotional literacy skills from nursery to year six. The main strands are: - Recognising and understanding emotions in self - Recognising and understanding emotions in others - Management and regulation of emotions - Relationships. Each strand begins with an introduction highlighting the main features, why the skills are important, how the skills will help children and examples of how they may be observed. Each objective is considered individually and differentiated activities and suggestions are given for each year group. This is a comprehensive resource for all those interested in providing a coherent and differentiated emotional curriculum. The resource provides extensive suggestions, activities and activity sheets which are printable from the CD-ROM.",,,pLoRMVJDyeUC,False,
25e17cb8ee52,The Emotionally Intelligent Manager,David R. Caruso,9780787970710,2004,Emotional Intelligence,curated_seed,"We have long been taught that emotions should be felt and expressed in carefully controlled ways, and then only in certain environments and at certain times. This is especially true when at work, particularly when managing others. It is considered terribly unprofessional to express emotion while on the job, and many of us believe that our biggest mistakes and regrets are due to our reactions at those times when our emotions get the better of us. David R. Caruso and Peter Salovey believe that this view of emotion is not correct. The emotion centers of the brain, they argue, are not relegated to a secondary place in our thinking and reasoning, but instead are an integral part of what it means to think, reason, and to be intelligent. In The Emotionally Intelligent Manager, they show that emotion is not just important, but absolutely necessary for us to make good decisions, take action to solve problems, cope with change, and succeed. The authors detail a practical four-part hierarchy of emotional skills: identifying emotions, using emotions to facilitate thinking, understanding emotions, and managing emotions—and show how we can measure, learn, and develop each skill and employ them in an integrated way to solve our most difficult work-related problems.",,,rp7EEAAAQBAJ,False,
a2cb80fa31b5,The Language of Emotional Intelligence,Jeanne Segal,9780071544566,2008,Emotional Intelligence,google_books,"Learn how to increase your emotional intelligence with five simple tools It's no secret that emotional intelligence plays a crucial role in your relationships. But how do you apply these specialized skills in everyday life? It's easy--with this practical, ready-to-use guide by a renowned expert in the field of emotional intelligence and communication. Using the latest research and true-to-life examples, Dr. Jeanne Segal's step-by-step program shows you how to incorporate the five basic tools of emotional intelligence to enhance your relationships in the workplace, at home, and in all areas of your life. You'll learn how to: “Read” other people Make powerful connections Defuse arguments and conflicts Repair wounded feelings Understand nonverbal cues Build stronger, more satisfying relationships Packed with simple exercises, revealing self-quizzes, and proven calming techniques, this user-friendly guide can help you reach into the hearts and minds of others--sometimes without saying a word! Once you master the language of emotional intelligence, you'll be able to form mutually rewarding bonds that last a lifetime. Dr. Segal's method is a complete, hands-on approach to one of the most important life skills you will ever learn.",,,wOefbfeiIfcC,True,internet_archive
6231f0f4e934,The Language of Emotions: What Your Feelings Are Trying to Tell You,Karla McLaren,9781591797692,2010,Emotional Intelligence,curated_seed,"Featuring significant updates, the new edition of this beloved book takes us to the heart of each feeling’s powerful gifts and messages. What if every feeling—even shame and anxiety—brought you vital information and wisdom? Emotions—especially the unwanted and dishonored ones—hold a tremendous amount of energy. We’ve all seen what happens when we repress or recklessly express them. In this new edition of The Language of Emotions, researcher and educator Karla McLaren takes readers much deeper than naming or managing our feelings—she teaches us to honor them, reflect on their questions, and incorporate their wisdom into our lives. Enhanced through more than ten years of research and teaching, this edition offers a time-tested emotional guidebook. The first part teaches readers how to safely feel and identify emotions; practices for working with feelings, including setting boundaries, grounding, and conscious complaining; and four keys to emotional genius—new to this edition. The second part of the book features a chapter on each emotion—sharing its unique messages, its questions, and practices for understanding its insights. This edition features a new chapter on anxiety, a new exploration of loneliness, and much more. Learning the language of our emotions can deepen our self-understanding, improve our intuition, and enhance our relationships. As the book makes clear, “emotions don’t cause problems—they arise to help us deal with our problems. Learn their language and you can change your life.”",,,J96DEAAAQBAJ,False,
021e653f71d7,The Measurement and Valuation of Health Status Using EQ-5D: A European Perspective,Richard Brooks,9781402012143,2003,Emotional Intelligence,google_books,"EQ-5D from the EuroQol Group is a standardised, non-disease-specific instrument for describing and valuing health. It is in widespread use in many countries and has been applied in many different settings. EQ-5D is now an integral feature of many clinical trials and is increasingly used in population health surveys. This book reports on the results of the European Union-funded EQ-net project which furthered the development of EQ-5D in the key areas of valuation, application and translation. The primary effort concentrated on harmonising and integrating the results of the various EuroQol valuation projects. Most importantly, the book includes a set of VAS-based preference weights for all the EQ-5D health states based on cross-European EQ-5D data. This book provides the most comprehensive account to date of the EuroQol Group endeavour. It will appeal to clinicians, nurses, health services researchers, health economists, those responsible for audit and quality assurance, public health specialists and managers in health care institutions, and the pharmaceutical industry.",,,CPk_u7tugtAC,False,
b6a0d12523e2,Working with Emotional Intelligence,Daniel Goleman,9780553378580,1998,Emotional Intelligence,curated_seed,"Do you have what it takes to succeed in your career? The secret of success is not what they taught you in school. What matters most is not IQ, not a business school degree, not even technical know-how or years of expertise. The single most important factor in job performance and advancement is emotional intelligence. Emotional intelligence is actually a set of skills that anyone can acquire, and in this practical guide, Daniel Goleman identifies them, explains their importance, and shows how they can be fostered. For leaders, emotional intelligence is almost 90 percent of what sets stars apart from the mediocre. As Goleman documents, it's the essential ingredient for reaching and staying at the top in any field, even in high-tech careers. And organizations that learn to operate in emotionally intelligent ways are the companies that will remain vital and dynamic in the competitive marketplace of today—and the future.",,,9nuVVzkblNgC,False,
79adbaf0535c,Against Empathy: The Case for Rational Compassion,Paul Bloom,9780062339348,2016,Empathy,curated_seed,"In a divided world, empathy is not the solution, it is the problem. We think of empathy – the ability to feel the suffering of others for ourselves – as the ultimate source of all good behaviour. But while it inspires care and protection in personal relationships, it has the opposite effect in the wider world. As the latest research in psychology and neuroscience shows, we feel empathy most for those we find attractive and who seem similar to us and not at all for those who are different, distant or anonymous. Empathy therefore biases us in favour of individuals we know while numbing us to the plight of thousands. Guiding us expertly through the experiments, case studies and arguments on all sides, Paul Bloom ultimately shows that some of our worst decisions – in charity, child-raising, criminal justice, climate change and war – are motivated by this wolf in sheep's clothing. Brilliantly argued, urgent and humane, Against Empathy overturns widely held assumptions to reveal one of the most profound yet overlooked sources of human conflict.",,,_eslDAAAQBAJ,False,
e98fdce44376,Autoethnography as Method,Heewon Chang,9781315433356,2016,Empathy,google_books,"This methods book will guide the reader through the process of conducting and producing an autoethnographic study through the understanding of self, other, and culture. Readers will be encouraged to follow hands-on, though not prescriptive, steps in data collection, analysis, and interpretation with self-reflective prewriting exercises and self-narrative writing exercises to produce their own autoethnographic work. Chang offers a variety of techniques for gathering data on the self—from diaries to culture grams to interviews with others—and shows how to transform this information into a study that looks for the connection with others present in a diverse world. She shows how the autoethnographic process promotes self-reflection, understanding of multicultural others, qualitative inquiry, and narrative writing. Samples of published autoethnographies provide exemplars for the novice researcher to follow.",,,lW-TDAAAQBAJ,False,
2920f7f41141,Born for Love: Why Empathy Is Essential--and Endangered,Bruce D. Perry,9780061656798,2010,Empathy,curated_seed,,,,,True,internet_archive
47d4940d8852,Compassion's COMPASS,Wilson C. Hurley,9798765170717,2021,Empathy,google_books,"Compassion’s COMPASS: Strategies for Developing Kindness and Insight offers a systematic approach to developing compassionate insight that has been adapted from Tibetan mind training strategies, secularized for modern audiences, and supplemented with relevant research, anecdotes, and exercises in accessible language. This book contains easy exercises for regaining composure, boosting compassionate insight, preventing compassion fatigue, and maintaining compassion resilience. “COMPASS” is an acronym for “Compassion and Analytical Selective-Focus Skills”. Selective-focus skills suggest contemplations that can help to generate and enhance compassionate insight. These exercises follow an “emotional logic” in which one step produces a basis for cultivating the next. These skill steps are broken down in detail within each section of the book containing a discussion of the purpose of the skill being presented, supporting research for it, examples of its use, and short exercises for the reader to try in order to cultivate and enhance it. These techniques have been piloted with social workers and therapists-in-training. Details of these pilot studies are included along with a handbook for helping professionals in the prevention and healing of compassion fatigue. The exercises that are presented in each chapter are also compiled in order for easy use in the handbook in back of the book.",,,k0KAEQAAQBAJ,False,
fa66fe3c345b,Compassionomics: The Revolutionary Scientific Evidence That Caring Makes a Difference,Stephen Trzeciak,9781622181063,2019,Empathy,curated_seed,"""In Compassionomics: The Revolutionary Scientific Evidence that Caring Makes a Difference, physician scientists Stephen Trzeciak and Anthony Mazzarelli uncover the eye-opening data that compassion could be a wonder drug for the 21st century. Now, for the first time ever, a rigorous review of the science - coupled with captivating stories from the front lines of medicine - demonstrates that human connection in health care matters in astonishing ways. Never before has all the evidence been synthesized together in one place.""--Amazon.",,,uQrdvAEACAAJ,False,
456c6c8dae23,Empathy (HBR Emotional Intelligence Series),Harvard Business Review,9781633693265,2017,Empathy,google_books,"Using empathy around the workplace. Empathy is credited as a factor in improved relationships and even better product development. But while it’s easy to say “just put yourself in someone else’s shoes,” the reality is that understanding the motivations and emotions of others often proves elusive. This book helps you understand what empathy is, why it’s important, how to surmount the hurdles that make you less empathetic—and when too much empathy is just too much. This volume includes the work of: Daniel Goleman Annie McKee Adam Waytz This collection of articles includes “What Is Empathy?” by Daniel Goleman; “Why Compassion Is a Better Managerial Tactic Than Toughness” by Emma Seppala; “What Great Listeners Actually Do” by Jack Zenger and Joseph Folkman; “Empathy Is Key to a Great Meeting” by Annie McKee; “It’s Harder to Empathize with People If You’ve Been in Their Shoes” by Rachel Rutton, Mary-Hunter McDonnell, and Loran Nordgren; “Being Powerful Makes You Less Empathetic” by Lou Solomon; “A Process for Empathetic Product Design” by Jon Kolko; “How Facebook Uses Empathy to Keep User Data Safe” by Melissa Luu-Van; “The Limits of Empathy” by Adam Waytz; and “What the Dalai Lama Taught Daniel Goleman About Emotional Intelligence” an interview with Daniel Goleman by Andrea Ovans. How to be human at work. The HBR Emotional Intelligence Series features smart, essential reading on the human side of professional life from the pages of Harvard Business Review. Each book in the series offers proven research showing how our emotions impact our work lives, practical advice for managing difficult people and situations, and inspiring essays on what it means to tend to our emotional well-being at work. Uplifting and practical, these books describe the social skills that are critical for ambitious professionals to master.",,,qG0fDgAAQBAJ,False,
0451269a780a,Empathy and its Limits,Aleida Assmann,9781137552372,2016,Empathy,google_books,"This volume extends the theoretical scope of the important concept of empathy by analysing not only the cultural contexts that foster the generating of empathy, but in focusing also on the limits of pro-social feelings and the mechanisms that lead to its blocking.",,,SzreCgAAQBAJ,False,
6f9070f130ac,"Empathy: Why It Matters, and How to Get It",Roman Krznaric,9780399171406,2014,Empathy,curated_seed,"Discover the Six Habits of Highly Empathic People A popular speaker and co-founder of The School of Life, Roman Krznaric has traveled the world researching and lecturing on the subject of empathy. In this lively and engaging book, he argues that our brains are wired for social connection. Empathy, not apathy or self-centeredness, is at the heart of who we are. By looking outward and attempting to identify with the experiences of others, Krznaric argues, we can become not only a more equal society, but also a happier and more creative one. Through encounters with groundbreaking actors, activists, designers, nurses, bankers and neuroscientists, Krznaric defines a new breed of adventurer. He presents the six life-enhancing habits of highly empathic people, whose skills enable them to connect with others in extraordinary ways – making themselves, and the world, more truly fulfilled.",,,I1h9AwAAQBAJ,False,
e4420755aa93,"Empathy’s Role in Understanding Persons, Literature, and Art",Thomas Petraschka,9781000960402,2023,Empathy,google_books,"This volume critically discusses the role empathy plays in different processes of understanding. More precisely, it clarifies empathy’s role in interpersonal understanding and appreciating works of literature and art. The volume also includes a section on historical theories of empathy’s role in understanding. When it comes to understanding other persons, empathy is typically seen as a process that enables the empathizer to recognize a target person’s mental states, a process which is in turn seen as “understanding” this person. This volume, however, explores empathy’s role in understanding beyond mere mental state recognition. With contributions on processes of interpersonal understanding and understanding of literature and art, it provides readers with an overview over both differences and similarities regarding empathy’s epistemic role in two rather different areas. Since important roots of the debate about empathic understanding lie at the end of the nineteenth and the beginning of the twentieth century, the historical section of the volume focusses specifically on this period. Empathy’s Role in Understanding Persons, Literature, and Art will appeal to scholars and advanced students working in the philosophy of mind, epistemology, aesthetics and the history of philosophy, as well as in literary studies and art history. The Open Access version of this book, available at www.taylorfrancis .com, has been made available under a Creative Commons Attribution-Non Commercial-No Derivatives 4.0 license.",,,dxdEEQAAQBAJ,False,
4b7e1ff21739,I Know How You Feel: The Joy and Heartbreak of Friendship in Women's Lives,F. Diane Barth,9780544870345,2018,Empathy,curated_seed,"""A compelling look at the ways in which women bond...essential reading for anyone trying to build—or maintain—a strong social circle.""– BookPage Do I have enough friends? Why did my friendship end? What makes a good friendship work? These are questions that F. Diane Barth, a psychotherapist widely recognized for her expertise in women's relationships, fields all the time. In I Know How You Feel, she shares engaging stories from interviews with a lively and diverse cast of women, many of whom speak about feelings they haven't shared before. She explores how life changes affect women's friendships in subtle and not-so-subtle ways. Interweaving examples from a range of sources—from classic women's literature to chick flicks—she provides grounded advice on how to manage betrayal and rejection, how to deal with a narcissistic or bossy friend, what to do when your best friend and your family don't get along, how to let go of a friendship that has stopped working, and much more. This is a timely, empathetic guide for women in their twenties to their sixties and beyond. ""A lively and compassionate guide that defines what is meant by 'friend' in the 21st century...engaging.""– Library Journal ""A smart, perceptive, and complex study of women's friendships and how they enhance, color in, and shape our lives.""—Susan Shapiro, author of Lighting Up",,,Ja_qDwAAQBAJ,False,
6d7a1c6215dd,"Promises, Pedagogy and Pitfalls: Empathy’s Potential for Healing and Harm",Pam Morrison,9781848884281,2019,Empathy,google_books,"This volume was first published by Inter-Disciplinary Press in 2016. The nature of empathy, its potential for healing and harm, and its potency to effect change for good or ill at inter-personal, ecological and global levels, are key themes represented in this interdisiciplinary volume. Section one looks at physiological and philosophical roots of empathy, exploring neurological factors as well as the question of human selfhood in relation to the ‘other’. The notion of ‘wrong’ empathy then comes under scrutiny, where the potential for empathic responses to upturn moral codes is examined. This leads into a focus on the written word, with exploration of written text and the act of writing on empathic responses. The scope is widened in the final sections to focus on ways to teach empathy and potential global effects of expanded empathic awareness. Amidst critical challenges facing humanity today, it poses the crucial question: how can we find more peaceful communion with those whose differences we fear.",,,H90eEAAAQBAJ,False,
cdbcf8728b0a,Self-Compassion: The Proven Power of Being Kind to Yourself,Kristin Neff,9780061733529,2011,Empathy,curated_seed,"THE 10TH ANNIVERSARY EDITION WITH A NEW FOREWORD FROM KRISTIN NEFF 'Kristin Neff offers practical, wise guidance on the path of emotional healing and deep inner transformation.' Tara Brach, PhD, author of Radical Acceptance Kristin Neff PhD, is a professor in educational psychology, and the world's expert on self-compassion. A pioneer who established self-compassion as a field of study, Kristin offers a powerful solution for combating negativity and insecurity - the symptoms of living in a high-pressure world. Through tried and tested exercises and audio downloads, readers learn the 3 core components that will help to heal destructive emotional patterns so that you can become healthier, happier, and replace negative and destructive measures of self-worth and success with a kinder and non-judgemental approach. Self-Compassion recognises that we all have weaknesses and limitations, but in accepting this we can discover new ways to achieve improved self-confidence, contentment and reach our highest potential. Simply, easily and compassionately. Kristin Neff's expert and practical advice offers a completely new set of personal development tools that will benefit everyone. 'A portable friend to all readers ... who need to learn that the Golden Rule works only if it's reversible: We must learn to treat ourselves as well as we wish to treat others.' Gloria Steinem 'A beautiful book that helps us all see the way to cure the world - one person at a time - starting with yourself. Read it and start the journey.' Rosie O'Donnell",,,PDAEzLL9mscC,False,
a7802e1a95f1,Social Empathy,Elizabeth A. Segal,9780231545686,2018,Empathy,google_books,"Our ability to understand others and help others understand us is essential to our individual and collective well-being. Yet there are many barriers that keep us from walking in the shoes of others: fear, skepticism, and power structures that separate us from those outside our narrow groups. To progress in a multicultural world and ensure our common good, we need to overcome these obstacles. Our best hope can be found in the skill of empathy. In Social Empathy, Elizabeth A. Segal explains how we can develop our ability to understand one another and have compassion toward different social groups. When we are socially empathic, we not only imagine what it is like to be another person, but we consider their social, economic, and political circumstances and what shaped them. Segal explains the evolutionary and learned components of interpersonal and social empathy, including neurobiological factors and the role of social structures. Ultimately, empathy is not only a part of interpersonal relations: it is fundamental to interactions between different social groups and can be a way to bridge diverse people and communities. A clear and useful explanation of an often misunderstood concept, Social Empathy brings together sociology, psychology, social work, and cognitive neuroscience to illustrate how to become better advocates for justice.",,,JWNbDwAAQBAJ,True,internet_archive
d2c2275b7115,The Age of Empathy: Nature's Lessons for a Kinder Society,Frans de Waal,9780307407764,2009,Empathy,curated_seed,"In this thought-provoking book, the acclaimed author of Our Inner Ape examines how empathy comes naturally to a great variety of animals, including humans. Are we our brothers' keepers? Do we have an instinct for compassion? Or are we, as is often assumed, only on earth to serve our own survival and interests? By studying social behaviors in animals, such as bonding, the herd instinct, the forming of trusting alliances, expressions of consolation, and conflict resolution, Frans de Waal demonstrates that animals–and humans–are ""preprogrammed to reach out."" He has found that chimpanzees care for mates that are wounded by leopards, elephants offer ""reassuring rumbles"" to youngsters in distress, and dolphins support sick companions near the water's surface to prevent them from drowning. From day one humans have innate sensitivities to faces, bodies, and voices; we've been designed to feel for one another. De Waal's theory runs counter to the assumption that humans are inherently selfish, which can be seen in the fields of politics, law, and finance. But he cites the public's outrage at the U.S. government's lack of empathy in the wake of Hurricane Katrina as a significant shift in perspective–one that helped Barack Obama become elected and ushered in what perhaps could become an Age of Empathy. Through a better understanding of empathy's survival value in evolution, de Waal suggests, we can work together toward a more just society based on a more generous and accurate view of human nature. Written in layman's prose with a wealth of anecdotes, wry humor, and incisive intelligence, The Age of Empathy is essential reading for our embattled times. ""An important and timely message about the biological roots of human kindness.""—Desmond Morris, author of The Naked Ape",,,IynmOp5-I-0C,False,
cc50d6679219,The Conspiracy of Compassion,Joe Nassal,9780939516346,1997,Empathy,google_books,"Perhaps the greatest quality to develop on life's journey is the practice of compassion. This book is about cultivating compassion in the garden of the soul. Strengthening our inner resources for this sacred work, it calls us to follow Christ, to be ""co-conspirators"" in the sacred story of salvation.",,,QDeDSn6V3u4C,False,
21f7ad451349,The Power of Understanding People,Dave Mitchell,9781118726884,2013,Empathy,google_books,"How to build lasting connections through meaningful communication Developing successful relationships is critical to our success in both our personal and professional lives. The Power of Understanding People shows you how to establish and develop extremely effective relationships by providing you with techniques to better identify and understand the intrinsic needs of others. As a result, you will achieve better team dynamics, increased sales and client satisfaction, higher levels of employee engagement and performance, and even more satisfying marriages and friendships. This book provides the tools to understand others' unique communication style as well as your own. Get detailed advice on how to adjust to diverse communication styles, develop a unifying language for the organization, and better match motivational techniques to team members. Through storytelling and experiential exercises, author Dave Mitchell helps you gain insight into your own unique interaction style and teaches you how to communicate, motivate, sell, and service more successfully no matter the personality types involved. Offers insight into the behavior cues and questions to ask to better understand someone's interactive preferences Explains how to enhance your sales efforts by better targeting your brand message to the client's style so that your products/services resonate with them more Examines strategies for creating a high performing work environment and achieve greater customer service excellence Contains conflict resolution strategies, including how to effectively work out differences within a team, between work units, with customers, and even in your personal life Armed with the ability to interpret the behavior of the people around you, you will achieve greater levels of success at work and at home while also learning how to better handle the difficult situations involving people in your life.",,,ZnUqAgAAQBAJ,False,
ada961a49cec,The Seven Circles,Chelsey Luger,9780063119109,2022,Empathy,google_books,"In this revolutionary self-help guide, two beloved Native American wellness activists offer wisdom for achieving spiritual, physical, and emotional wellbeing rooted in Indigenous ancestral knowledge. When wellness teachers and husband-wife duo Chelsey Luger and Thosh Collins founded their Indigenous wellness initiative, Well for Culture, they extended an invitation to all to honor their whole self through Native wellness philosophies and practices. In reclaiming this ancient wisdom for health and wellbeing—drawing from traditions spanning multiple tribes—they developed the Seven Circles, a holistic model for modern living rooted in timeless teachings from their ancestors. Luger and Collins have introduced this universally adaptable template for living well to Ivy league universities and corporations like Nike, Adidas, and Google, and now make it available to everyone in this wise guide. The Seven Circles model comprises interconnected circles that keep all aspects of our lives in balance, functioning in harmony with one another. They are: Food Movement Sleep Ceremony Sacred Space Land Community In The Seven Circles, Luger and Collins share intimate stories from their life journeys growing up in tribal communities, from the Indigenous tradition of staying active and spiritually centered through running and dance, to the universal Indigenous emphasis on a light-filled, minimalist home to create sacred space. Along the way, Luger and Collins invite readers to both adapt these teachings to their lives as well as do so without appropriating and erasing the original context, representing a critical new ethos for the wellness space. Each chapter closes with practical advice on how to engage with the teachings, as well as wisdom for keeping that particular circle in harmony with the others. With warmth and generosity—and 75 atmospheric photographs by Collins throughout—The Seven Circles teaches us how to connect with nature, with our community, and with ourselves, and to integrate ancient Indigenous philosophies of health and wellbeing into our own lives to find healing and balance.",,,hT1fEAAAQBAJ,True,internet_archive
64a814574f92,The War for Kindness: Building Empathy in a Fractured World,Jamil Zaki,9780451499240,2019,Empathy,curated_seed,"'In this masterpiece, Jamil Zaki weaves together the very latest science with stories that will stay in your heart forever' - Angela Duckworth, author of Grit 'Scientific, gripping, groundbreaking and hopeful. The War for Kindness is the message for our times' - Carol Dweck, author of Mindset Empathy has been on people's mind a lot lately. Philosophers, evolutionary scientists and indeed former President Obama agree that an increase in empathy could advance us beyond the hatred, violence and polarization in which the world seems caught. Others disagree, arguing it is easiest to empathize with people who look, talk or think like us. As a result, empathy can inspire nepotism, racism and worse. Having studied the neuroscience and psychology of empathy for over a decade, Jamil Zaki thinks both sides of this debate have a point. Empathy is sometimes an engine for moral progress, and other times for moral failure. But Zaki also thinks that both sides are wrong about how empathy works. Both scientists and non-scientists commonly argue that empathy is something that happens to you, sort of like an emotional knee-jerk reflex. Second, they believe it happens more to some people than others. This lines people up along a spectrum, with deep empaths on one end and psychopaths on the other. What's more, wherever we are on that spectrum, we're stuck there. In The War for Kindness, Zaki lays out a very different view of how empathy works, one that breaks these two assumptions. Empathy is not a reflex; it's a choice. We choose empathy (or apathy) constantly: when we read a tragic novel, or cross the street to avoid a homeless person, or ask a distraught friend what's the matter. This view has crucial consequences: if empathy is less a trait (like height), and more a skill (like being good at word games), then we can improve at it. By choosing it more often, we can flex our capabilities and grow more empathic over time. We can also ""tune"" empathy, ramping it up in situations where it will help and turning it down when it might backfire. Zaki takes us from the world of doctors who train medical students to empathise better to social workers who help each other survive empathising too much. From police trainers who help cadets avoid becoming violent cops to political advocates who ask white Americans to literally walk a (dusty) mile in Mexican immigrants' shoes. This book will give you a deepened understanding of how empathy works, how to control it and how to become the type of empathiser you want to be.",,,O5d1DwAAQBAJ,False,
0bdbe7484341,Understanding Others,Dominick LaCapra,9781501724909,2018,Empathy,google_books,"No detailed description available for ""Understanding Others"".",,,ld1dDwAAQBAJ,False,
e147215e66bc,"Understanding Others, Educating Ourselves",National Research Council,9780309088558,2003,Empathy,google_books,"Since 1988, the Board on International Comparative Studies in Education (BICSE) at the (U.S.) National Research Council of the National Academies has engaged in activities designed to increase the rigor and sophistication of international comparative studies in education by encouraging synergies between large and smaller scale international comparative education research, to identify gaps in the existing research base, and to assist in communicating results to policy makers and the public. Under the current grant (1998-2002), funded by the National Science Foundation and the U.S. Department of Education's National Center for Education Statistics, BICSE has sponsored public events and commissioned papers on the effects of the Trends in International Mathematics and Science Study (TIMSS), the power of video technology in international education research, international perspectives on teacher quality, and advances in the methodology of cross-national surveys of education achievement. This report responds to a request from the board's sponsors under the current grant to produce a report that builds on its previous work.",,,hI9WYsb-GSkC,False,
513561095f5f,An Everyone Culture: Becoming a Deliberately Developmental Organization,Robert Kegan,9781625278623,2016,Leadership,curated_seed,"A Radical New Model for Unleashing Your Company’s Potential In most organizations nearly everyone is doing a second job no one is paying them for—namely, covering their weaknesses, trying to look their best, and managing other people’s impressions of them. There may be no greater waste of a company’s resources. The ultimate cost: neither the organization nor its people are able to realize their full potential. What if a company did everything in its power to create a culture in which everyone—not just select “high potentials”—could overcome their own internal barriers to change and use errors and vulnerabilities as prime opportunities for personal and company growth? Robert Kegan and Lisa Lahey (and their collaborators) have found and studied such companies—Deliberately Developmental Organizations. A DDO is organized around the simple but radical conviction that organizations will best prosper when they are more deeply aligned with people’s strongest motive, which is to grow. This means going beyond consigning “people development” to high-potential programs, executive coaching, or once-a-year off-sites. It means fashioning an organizational culture in which support of people’s development is woven into the daily fabric of working life and the company’s regular operations, daily routines, and conversations. An Everyone Culture dives deep into the worlds of three leading companies that embody this breakthrough approach. It reveals the design principles, concrete practices, and underlying science at the heart of DDOs—from their disciplined approach to giving feedback, to how they use meetings, to the distinctive way that managers and leaders define their roles. The authors then show readers how to build this developmental culture in their own organizations. This book demonstrates a whole new way of being at work. It suggests that the culture you create is your strategy—and that the key to success is developing everyone.",,,pT1BCgAAQBAJ,False,
f039774d7bd3,Awakening the Sleeping Giant,Marilyn Katzenmeyer,9780761978305,2001,Leadership,google_books,"This Second Edition focuses on the development of teachers as leaders and the skills they need to accomplish the task. The authors skillfully guide the reader through the development process of teacher leadership, pointing out the benefits to students, staff and community. The book describes the importance of teacher leadership and how teacher leaders can help other teachers to excel. Today′s teachers must assume roles typically held by principals and other school administrators. By doing so, teacher leaders not only help to relieve stress on administrators, but are also empowered and challenged as a result. In a clear, concise manner, the authors describe how teacher leadership can be a powerful tool in changing the current educational system. Teacher leadership in the school combined with collaboration and support from the local community is a recipe for positive change.",,,puI0IdO4AAkC,False,
d19e30dce469,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,Brene Brown,9780399592522,2018,Leadership,curated_seed,"Learn the Invaluable Lessons from Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. by Brene Brown and Apply it into Your Life Without Missing Out!What's it worth to you to have just ONE good idea applied to your life?In many cases, it may mean expanded paychecks, better vitality, and magical relationships. Here's an Introduction of What You're About to Discover in this Premium Summary of White Fragility by Robin DiAngelo: Dare to Lead, Dr. Brené Brown's most recent book aims to teach us to dare greatly, rise strong and brave the wilderness. The self-help book contains four skill sets that require humility and courage for us to make a change in ourselves, for the better. Using the new research, she conducted with leaders, change-makers, and culture shifters, we will be able to learn how to put those ideas into practice and to step up and lead. Brown writes, ""One of the most important findings of my career is that daring leadership is a collection of four skill sets that are 100 percent teachable, observable, and measurable. It's learning and unlearning that requires brave work, tough conversations, and showing up with your whole heart. Easy? No. Because choosing courage over comfort is not always our default. Worth it? Always. We want to be brave with our lives and our work. It's why we're here.""Dare to Lead by Dr. Brené Brown was named one of the best books of the year by Bloomberg and also became a #1 New York Times Best Seller. Plus, - Executive ""Snapshot"" Summary of Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.- Background Story and History of Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. for a Much Richer Reading Experience - Key Lessons Extracted from Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. and Exercises to Apply it into your Life - Immediately!- About the Hero of the Book: Brene Brown - Tantalizing Trivia Questions for Better Retention Scroll Up and Buy Now! 100% Guaranteed You'll Find Thousands of Dollars Worth of Ideas in This Book or Your Money BackFaster You Order - Faster You'll Have it in Your Hands!*Please note: This is a summary and workbook meant to supplement and not replace the original book.",,,Y1u-zQEACAAJ,False,
1ad528c0bc7a,Distributed Leadership,Alma Harris,9781402097379,2009,Leadership,google_books,"Alma Harris The ?eld of school leadership is currently preoccupied with the idea of distributed leadership. Few ideas, it seems, have provoked as much attention, debate and c- troversy. Whatever your position on distributed leadership, and you cannot fail to have one, it is irrefutable that distributed leadership has become the leadership idea of the moment. Yet, it is an idea that can be traced back as far as the mid 20s and possibly earlier. So why the interest? Part of the answer can be found in a move away from theorizing and empirical enquiry focused on the single leader. This shift has undoubtedly been fuelled by structural changes, within schools and across school systems that have resulted in - ternative models or forms of leadership practice. Evidence highlights how those - cupying formal leadership positions are increasingly recognizing the limitations of existing structural arrangements to secure organizational growth and transformation (Fullan et al. , 2007; Harris et al. , 2008; Chapman et al. , 2008). As a consequence, many heads and principals are actively restructuring, realigning and redesigning leadership practice in their school (Harris, 2008). While the terminology to describe such changes varies, the core principle is one of extending or sharing leadership practice. While scholars have long argued for the need to move beyond those at the top of organizations in order to examine leadership (Barnard, 1968; Katz and Kahn, 1966) until relatively recently, much of the school leadership literature has tended tofocusupontheheadortheprincipal.",,,XSNEq_BKPxIC,False,
